"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"22.11.2019 01:00 - 22.11.2019 01:15","49671","49855"
"22.11.2019 01:15 - 22.11.2019 01:30","49246","49426"
"22.11.2019 01:30 - 22.11.2019 01:45","48929","49184"
"22.11.2019 01:45 - 22.11.2019 02:00","48598","48867"
"22.11.2019 02:00 - 22.11.2019 02:15","48242","48814"
"22.11.2019 02:15 - 22.11.2019 02:30","48326","48766"
"22.11.2019 02:30 - 22.11.2019 02:45","48288","48781"
"22.11.2019 02:45 - 22.11.2019 03:00","48317","48992"
"22.11.2019 03:00 - 22.11.2019 03:15","48417","48704"
"22.11.2019 03:15 - 22.11.2019 03:30","48632","48667"
"22.11.2019 03:30 - 22.11.2019 03:45","48754","48832"
"22.11.2019 03:45 - 22.11.2019 04:00","49001","49100"
"22.11.2019 04:00 - 22.11.2019 04:15","49431","49698"
"22.11.2019 04:15 - 22.11.2019 04:30","49895","49905"
"22.11.2019 04:30 - 22.11.2019 04:45","50164","50457"
"22.11.2019 04:45 - 22.11.2019 05:00","50759","51159"
"22.11.2019 05:00 - 22.11.2019 05:15","51918","51942"
"22.11.2019 05:15 - 22.11.2019 05:30","52416","52408"
"22.11.2019 05:30 - 22.11.2019 05:45","53544","53526"
"22.11.2019 05:45 - 22.11.2019 06:00","54748","54889"
"22.11.2019 06:00 - 22.11.2019 06:15","57419","57783"
"22.11.2019 06:15 - 22.11.2019 06:30","59632","59975"
"22.11.2019 06:30 - 22.11.2019 06:45","61307","61655"
"22.11.2019 06:45 - 22.11.2019 07:00","63027","63344"
"22.11.2019 07:00 - 22.11.2019 07:15","64776","65274"
"22.11.2019 07:15 - 22.11.2019 07:30","65510","66311"
"22.11.2019 07:30 - 22.11.2019 07:45","66144","67062"
"22.11.2019 07:45 - 22.11.2019 08:00","66807","67361"
"22.11.2019 08:00 - 22.11.2019 08:15","67644","68092"
"22.11.2019 08:15 - 22.11.2019 08:30","67972","68520"
"22.11.2019 08:30 - 22.11.2019 08:45","68052","68652"
"22.11.2019 08:45 - 22.11.2019 09:00","68383","68757"
"22.11.2019 09:00 - 22.11.2019 09:15","67927","68626"
"22.11.2019 09:15 - 22.11.2019 09:30","68419","68928"
"22.11.2019 09:30 - 22.11.2019 09:45","68822","69062"
"22.11.2019 09:45 - 22.11.2019 10:00","68943","69218"
"22.11.2019 10:00 - 22.11.2019 10:15","68771","69248"
"22.11.2019 10:15 - 22.11.2019 10:30","68962","69450"
"22.11.2019 10:30 - 22.11.2019 10:45","68902","69476"
"22.11.2019 10:45 - 22.11.2019 11:00","69106","69277"
"22.11.2019 11:00 - 22.11.2019 11:15","69200","69319"
"22.11.2019 11:15 - 22.11.2019 11:30","69321","69430"
"22.11.2019 11:30 - 22.11.2019 11:45","69423","69654"
"22.11.2019 11:45 - 22.11.2019 12:00","69436","69130"
"22.11.2019 12:00 - 22.11.2019 12:15","68974","68829"
"22.11.2019 12:15 - 22.11.2019 12:30","68817","68706"
"22.11.2019 12:30 - 22.11.2019 12:45","68421","68606"
"22.11.2019 12:45 - 22.11.2019 13:00","68234","68420"
"22.11.2019 13:00 - 22.11.2019 13:15","67905","68424"
"22.11.2019 13:15 - 22.11.2019 13:30","67563","67740"
"22.11.2019 13:30 - 22.11.2019 13:45","67118","67390"
"22.11.2019 13:45 - 22.11.2019 14:00","66522","66841"
"22.11.2019 14:00 - 22.11.2019 14:15","66353","66395"
"22.11.2019 14:15 - 22.11.2019 14:30","66274","66338"
"22.11.2019 14:30 - 22.11.2019 14:45","66215","66173"
"22.11.2019 14:45 - 22.11.2019 15:00","66115","65751"
"22.11.2019 15:00 - 22.11.2019 15:15","66132","65665"
"22.11.2019 15:15 - 22.11.2019 15:30","65827","65264"
"22.11.2019 15:30 - 22.11.2019 15:45","65873","65243"
"22.11.2019 15:45 - 22.11.2019 16:00","65647","65117"
"22.11.2019 16:00 - 22.11.2019 16:15","65951","65523"
"22.11.2019 16:15 - 22.11.2019 16:30","66173","66445"
"22.11.2019 16:30 - 22.11.2019 16:45","66661","67204"
"22.11.2019 16:45 - 22.11.2019 17:00","67124","68263"
"22.11.2019 17:00 - 22.11.2019 17:15","67898","68806"
"22.11.2019 17:15 - 22.11.2019 17:30","68305","68614"
"22.11.2019 17:30 - 22.11.2019 17:45","68509","68525"
"22.11.2019 17:45 - 22.11.2019 18:00","68524","68577"
"22.11.2019 18:00 - 22.11.2019 18:15","68196","68494"
"22.11.2019 18:15 - 22.11.2019 18:30","68059","67976"
"22.11.2019 18:30 - 22.11.2019 18:45","67821","67892"
"22.11.2019 18:45 - 22.11.2019 19:00","67431","67699"
"22.11.2019 19:00 - 22.11.2019 19:15","67062","67136"
"22.11.2019 19:15 - 22.11.2019 19:30","66213","66449"
"22.11.2019 19:30 - 22.11.2019 19:45","65462","65895"
"22.11.2019 19:45 - 22.11.2019 20:00","64958","64933"
"22.11.2019 20:00 - 22.11.2019 20:15","63666","63534"
"22.11.2019 20:15 - 22.11.2019 20:30","62488","62413"
"22.11.2019 20:30 - 22.11.2019 20:45","61583","61405"
"22.11.2019 20:45 - 22.11.2019 21:00","60697","60729"
"22.11.2019 21:00 - 22.11.2019 21:15","60065","59909"
"22.11.2019 21:15 - 22.11.2019 21:30","59325","59609"
"22.11.2019 21:30 - 22.11.2019 21:45","58614","59135"
"22.11.2019 21:45 - 22.11.2019 22:00","57842","58156"
"22.11.2019 22:00 - 22.11.2019 22:15","57556","57574"
"22.11.2019 22:15 - 22.11.2019 22:30","56872","56701"
"22.11.2019 22:30 - 22.11.2019 22:45","55821","56017"
"22.11.2019 22:45 - 22.11.2019 23:00","54903","55060"
"22.11.2019 23:00 - 22.11.2019 23:15","53868","54124"
"22.11.2019 23:15 - 22.11.2019 23:30","53138","53143"
"22.11.2019 23:30 - 22.11.2019 23:45","52402","52305"
"22.11.2019 23:45 - 23.11.2019 00:00","51669","51708"
"23.11.2019 00:00 - 23.11.2019 00:15","50613","50896"
"23.11.2019 00:15 - 23.11.2019 00:30","49693","50608"
"23.11.2019 00:30 - 23.11.2019 00:45","49151","49956"
"23.11.2019 00:45 - 23.11.2019 01:00","48793","49486"
"23.11.2019 01:00 - 23.11.2019 01:15","48108","48328"
"23.11.2019 01:15 - 23.11.2019 01:30","47577","48014"
"23.11.2019 01:30 - 23.11.2019 01:45","47166","47578"
"23.11.2019 01:45 - 23.11.2019 02:00","46885","47595"
"23.11.2019 02:00 - 23.11.2019 02:15","46509","47319"
"23.11.2019 02:15 - 23.11.2019 02:30","46258","47480"
"23.11.2019 02:30 - 23.11.2019 02:45","46257","47218"
"23.11.2019 02:45 - 23.11.2019 03:00","46160","47201"
"23.11.2019 03:00 - 23.11.2019 03:15","46099","47174"
"23.11.2019 03:15 - 23.11.2019 03:30","46214","47353"
"23.11.2019 03:30 - 23.11.2019 03:45","46199","47401"
"23.11.2019 03:45 - 23.11.2019 04:00","46302","47479"
"23.11.2019 04:00 - 23.11.2019 04:15","46439","47573"
"23.11.2019 04:15 - 23.11.2019 04:30","46567","47584"
"23.11.2019 04:30 - 23.11.2019 04:45","46609","47380"
"23.11.2019 04:45 - 23.11.2019 05:00","46753","47337"
"23.11.2019 05:00 - 23.11.2019 05:15","47061","47425"
"23.11.2019 05:15 - 23.11.2019 05:30","46976","47341"
"23.11.2019 05:30 - 23.11.2019 05:45","47039","47392"
"23.11.2019 05:45 - 23.11.2019 06:00","47188","47877"
"23.11.2019 06:00 - 23.11.2019 06:15","47613","48043"
"23.11.2019 06:15 - 23.11.2019 06:30","48148","48637"
"23.11.2019 06:30 - 23.11.2019 06:45","48791","49188"
"23.11.2019 06:45 - 23.11.2019 07:00","49465","49959"
"23.11.2019 07:00 - 23.11.2019 07:15","50558","51266"
"23.11.2019 07:15 - 23.11.2019 07:30","50986","52086"
"23.11.2019 07:30 - 23.11.2019 07:45","51813","53365"
"23.11.2019 07:45 - 23.11.2019 08:00","52609","53875"
"23.11.2019 08:00 - 23.11.2019 08:15","53670","54999"
"23.11.2019 08:15 - 23.11.2019 08:30","54442","55648"
"23.11.2019 08:30 - 23.11.2019 08:45","55153","56711"
"23.11.2019 08:45 - 23.11.2019 09:00","56120","57511"
"23.11.2019 09:00 - 23.11.2019 09:15","56629","58414"
"23.11.2019 09:15 - 23.11.2019 09:30","57271","58773"
"23.11.2019 09:30 - 23.11.2019 09:45","58079","59026"
"23.11.2019 09:45 - 23.11.2019 10:00","58350","59255"
"23.11.2019 10:00 - 23.11.2019 10:15","58716","59831"
"23.11.2019 10:15 - 23.11.2019 10:30","58950","59736"
"23.11.2019 10:30 - 23.11.2019 10:45","58980","59931"
"23.11.2019 10:45 - 23.11.2019 11:00","59149","59920"
"23.11.2019 11:00 - 23.11.2019 11:15","59365","60226"
"23.11.2019 11:15 - 23.11.2019 11:30","59562","60238"
"23.11.2019 11:30 - 23.11.2019 11:45","59661","60599"
"23.11.2019 11:45 - 23.11.2019 12:00","59781","60397"
"23.11.2019 12:00 - 23.11.2019 12:15","59298","60380"
"23.11.2019 12:15 - 23.11.2019 12:30","59202","60205"
"23.11.2019 12:30 - 23.11.2019 12:45","58832","59884"
"23.11.2019 12:45 - 23.11.2019 13:00","58673","59522"
"23.11.2019 13:00 - 23.11.2019 13:15","58174","58692"
"23.11.2019 13:15 - 23.11.2019 13:30","57881","58178"
"23.11.2019 13:30 - 23.11.2019 13:45","57440","57779"
"23.11.2019 13:45 - 23.11.2019 14:00","56928","56997"
"23.11.2019 14:00 - 23.11.2019 14:15","56669","56879"
"23.11.2019 14:15 - 23.11.2019 14:30","56341","56687"
"23.11.2019 14:30 - 23.11.2019 14:45","56323","56532"
"23.11.2019 14:45 - 23.11.2019 15:00","56139","56406"
"23.11.2019 15:00 - 23.11.2019 15:15","56165","56549"
"23.11.2019 15:15 - 23.11.2019 15:30","56049","56501"
"23.11.2019 15:30 - 23.11.2019 15:45","56101","56504"
"23.11.2019 15:45 - 23.11.2019 16:00","56018","56915"
"23.11.2019 16:00 - 23.11.2019 16:15","56289","57360"
"23.11.2019 16:15 - 23.11.2019 16:30","56570","58281"
"23.11.2019 16:30 - 23.11.2019 16:45","57400","59289"
"23.11.2019 16:45 - 23.11.2019 17:00","58202","60049"
"23.11.2019 17:00 - 23.11.2019 17:15","59427","60580"
"23.11.2019 17:15 - 23.11.2019 17:30","59950","60972"
"23.11.2019 17:30 - 23.11.2019 17:45","60325","61300"
"23.11.2019 17:45 - 23.11.2019 18:00","60471","61387"
"23.11.2019 18:00 - 23.11.2019 18:15","60688","61635"
"23.11.2019 18:15 - 23.11.2019 18:30","60731","61424"
"23.11.2019 18:30 - 23.11.2019 18:45","60500","60908"
"23.11.2019 18:45 - 23.11.2019 19:00","59968","60561"
"23.11.2019 19:00 - 23.11.2019 19:15","59628","60076"
"23.11.2019 19:15 - 23.11.2019 19:30","58850","59488"
"23.11.2019 19:30 - 23.11.2019 19:45","58303","59098"
"23.11.2019 19:45 - 23.11.2019 20:00","57602","58325"
"23.11.2019 20:00 - 23.11.2019 20:15","56569","56872"
"23.11.2019 20:15 - 23.11.2019 20:30","55533","55912"
"23.11.2019 20:30 - 23.11.2019 20:45","54748","55080"
"23.11.2019 20:45 - 23.11.2019 21:00","54087","54415"
"23.11.2019 21:00 - 23.11.2019 21:15","53630","53620"
"23.11.2019 21:15 - 23.11.2019 21:30","53159","53251"
"23.11.2019 21:30 - 23.11.2019 21:45","52713","52728"
"23.11.2019 21:45 - 23.11.2019 22:00","52414","52451"
"23.11.2019 22:00 - 23.11.2019 22:15","52528","52776"
"23.11.2019 22:15 - 23.11.2019 22:30","52018","52492"
"23.11.2019 22:30 - 23.11.2019 22:45","51171","51708"
"23.11.2019 22:45 - 23.11.2019 23:00","50454","50999"
"23.11.2019 23:00 - 23.11.2019 23:15","49448","50158"
"23.11.2019 23:15 - 23.11.2019 23:30","48658","49476"
"23.11.2019 23:30 - 23.11.2019 23:45","48028","48698"
"23.11.2019 23:45 - 24.11.2019 00:00","47338","48002"
"24.11.2019 00:00 - 24.11.2019 00:15","46328","46975"
"24.11.2019 00:15 - 24.11.2019 00:30","45515","46190"
"24.11.2019 00:30 - 24.11.2019 00:45","44950","45832"
"24.11.2019 00:45 - 24.11.2019 01:00","44636","45409"
"24.11.2019 01:00 - 24.11.2019 01:15","43776","44798"
"24.11.2019 01:15 - 24.11.2019 01:30","43318","44126"
"24.11.2019 01:30 - 24.11.2019 01:45","43006","43595"
"24.11.2019 01:45 - 24.11.2019 02:00","42685","43858"
"24.11.2019 02:00 - 24.11.2019 02:15","42365","43552"
"24.11.2019 02:15 - 24.11.2019 02:30","42356","43355"
"24.11.2019 02:30 - 24.11.2019 02:45","42203","43171"
"24.11.2019 02:45 - 24.11.2019 03:00","42080","43316"
"24.11.2019 03:00 - 24.11.2019 03:15","42146","43442"
"24.11.2019 03:15 - 24.11.2019 03:30","42206","43245"
"24.11.2019 03:30 - 24.11.2019 03:45","42099","42876"
"24.11.2019 03:45 - 24.11.2019 04:00","42167","43164"
"24.11.2019 04:00 - 24.11.2019 04:15","42310","43476"
"24.11.2019 04:15 - 24.11.2019 04:30","42402","43452"
"24.11.2019 04:30 - 24.11.2019 04:45","42351","43407"
"24.11.2019 04:45 - 24.11.2019 05:00","42499","43356"
"24.11.2019 05:00 - 24.11.2019 05:15","42821","43320"
"24.11.2019 05:15 - 24.11.2019 05:30","42659","43065"
"24.11.2019 05:30 - 24.11.2019 05:45","42566","42984"
"24.11.2019 05:45 - 24.11.2019 06:00","42382","42550"
"24.11.2019 06:00 - 24.11.2019 06:15","42404","42605"
"24.11.2019 06:15 - 24.11.2019 06:30","42442","42768"
"24.11.2019 06:30 - 24.11.2019 06:45","42794","42803"
"24.11.2019 06:45 - 24.11.2019 07:00","43197","43108"
"24.11.2019 07:00 - 24.11.2019 07:15","43867","43777"
"24.11.2019 07:15 - 24.11.2019 07:30","44228","44211"
"24.11.2019 07:30 - 24.11.2019 07:45","44936","44639"
"24.11.2019 07:45 - 24.11.2019 08:00","45571","45090"
"24.11.2019 08:00 - 24.11.2019 08:15","46391","46531"
"24.11.2019 08:15 - 24.11.2019 08:30","47054","47731"
"24.11.2019 08:30 - 24.11.2019 08:45","47855","48698"
"24.11.2019 08:45 - 24.11.2019 09:00","48613","49447"
"24.11.2019 09:00 - 24.11.2019 09:15","49252","50107"
"24.11.2019 09:15 - 24.11.2019 09:30","50218","51029"
"24.11.2019 09:30 - 24.11.2019 09:45","50760","51269"
"24.11.2019 09:45 - 24.11.2019 10:00","51305","51515"
"24.11.2019 10:00 - 24.11.2019 10:15","51611","52424"
"24.11.2019 10:15 - 24.11.2019 10:30","52152","53230"
"24.11.2019 10:30 - 24.11.2019 10:45","52793","53334"
"24.11.2019 10:45 - 24.11.2019 11:00","53281","53628"
"24.11.2019 11:00 - 24.11.2019 11:15","54033","54716"
"24.11.2019 11:15 - 24.11.2019 11:30","54700","55618"
"24.11.2019 11:30 - 24.11.2019 11:45","55030","55823"
"24.11.2019 11:45 - 24.11.2019 12:00","55190","55777"
"24.11.2019 12:00 - 24.11.2019 12:15","54893","55403"
"24.11.2019 12:15 - 24.11.2019 12:30","54633","55331"
"24.11.2019 12:30 - 24.11.2019 12:45","54211","54652"
"24.11.2019 12:45 - 24.11.2019 13:00","53996","53883"
"24.11.2019 13:00 - 24.11.2019 13:15","53462","53303"
"24.11.2019 13:15 - 24.11.2019 13:30","53050","52813"
"24.11.2019 13:30 - 24.11.2019 13:45","52827","52813"
"24.11.2019 13:45 - 24.11.2019 14:00","52323","52513"
"24.11.2019 14:00 - 24.11.2019 14:15","52163","52260"
"24.11.2019 14:15 - 24.11.2019 14:30","51882","51948"
"24.11.2019 14:30 - 24.11.2019 14:45","51798","51861"
"24.11.2019 14:45 - 24.11.2019 15:00","51704","51416"
"24.11.2019 15:00 - 24.11.2019 15:15","51728","51751"
"24.11.2019 15:15 - 24.11.2019 15:30","51492","51265"
"24.11.2019 15:30 - 24.11.2019 15:45","51676","51364"
"24.11.2019 15:45 - 24.11.2019 16:00","51759","51215"
"24.11.2019 16:00 - 24.11.2019 16:15","52207","52555"
"24.11.2019 16:15 - 24.11.2019 16:30","52695","53515"
"24.11.2019 16:30 - 24.11.2019 16:45","53543","54697"
"24.11.2019 16:45 - 24.11.2019 17:00","54422","55657"
"24.11.2019 17:00 - 24.11.2019 17:15","55496","56994"
"24.11.2019 17:15 - 24.11.2019 17:30","56151","57527"
"24.11.2019 17:30 - 24.11.2019 17:45","56560","58045"
"24.11.2019 17:45 - 24.11.2019 18:00","57000","58211"
"24.11.2019 18:00 - 24.11.2019 18:15","57502","58393"
"24.11.2019 18:15 - 24.11.2019 18:30","57685","58057"
"24.11.2019 18:30 - 24.11.2019 18:45","57449","57787"
"24.11.2019 18:45 - 24.11.2019 19:00","57177","57666"
"24.11.2019 19:00 - 24.11.2019 19:15","56898","57027"
"24.11.2019 19:15 - 24.11.2019 19:30","56232","56344"
"24.11.2019 19:30 - 24.11.2019 19:45","56030","55960"
"24.11.2019 19:45 - 24.11.2019 20:00","55518","55575"
"24.11.2019 20:00 - 24.11.2019 20:15","55135","55078"
"24.11.2019 20:15 - 24.11.2019 20:30","54225","54403"
"24.11.2019 20:30 - 24.11.2019 20:45","53582","53680"
"24.11.2019 20:45 - 24.11.2019 21:00","53032","53316"
"24.11.2019 21:00 - 24.11.2019 21:15","52653","52767"
"24.11.2019 21:15 - 24.11.2019 21:30","52540","52284"
"24.11.2019 21:30 - 24.11.2019 21:45","52121","51999"
"24.11.2019 21:45 - 24.11.2019 22:00","52315","52010"
"24.11.2019 22:00 - 24.11.2019 22:15","52647","52357"
"24.11.2019 22:15 - 24.11.2019 22:30","52432","51948"
"24.11.2019 22:30 - 24.11.2019 22:45","51741","51172"
"24.11.2019 22:45 - 24.11.2019 23:00","51111","50282"
"24.11.2019 23:00 - 24.11.2019 23:15","50281","49241"
"24.11.2019 23:15 - 24.11.2019 23:30","49448","48720"
"24.11.2019 23:30 - 24.11.2019 23:45","48702","48237"
"24.11.2019 23:45 - 25.11.2019 00:00","48107","47540"
"25.11.2019 00:00 - 25.11.2019 00:15","47068","46563"
"25.11.2019 00:15 - 25.11.2019 00:30","46331","46201"
"25.11.2019 00:30 - 25.11.2019 00:45","45763","45757"
"25.11.2019 00:45 - 25.11.2019 01:00","45512","45082"
"25.11.2019 01:00 - 25.11.2019 01:15","44889","44347"
"25.11.2019 01:15 - 25.11.2019 01:30","44462","44157"
"25.11.2019 01:30 - 25.11.2019 01:45","44294","43978"
"25.11.2019 01:45 - 25.11.2019 02:00","44068","43769"
"25.11.2019 02:00 - 25.11.2019 02:15","43875","43888"
"25.11.2019 02:15 - 25.11.2019 02:30","43925","43989"
"25.11.2019 02:30 - 25.11.2019 02:45","43951","44092"
"25.11.2019 02:45 - 25.11.2019 03:00","44030","44136"
"25.11.2019 03:00 - 25.11.2019 03:15","44293","44047"
"25.11.2019 03:15 - 25.11.2019 03:30","44581","44062"
"25.11.2019 03:30 - 25.11.2019 03:45","44766","44282"
"25.11.2019 03:45 - 25.11.2019 04:00","45185","44542"
"25.11.2019 04:00 - 25.11.2019 04:15","45664","45200"
"25.11.2019 04:15 - 25.11.2019 04:30","46110","45548"
"25.11.2019 04:30 - 25.11.2019 04:45","46625","46059"
"25.11.2019 04:45 - 25.11.2019 05:00","47269","46656"
"25.11.2019 05:00 - 25.11.2019 05:15","48804","48348"
"25.11.2019 05:15 - 25.11.2019 05:30","49437","49063"
"25.11.2019 05:30 - 25.11.2019 05:45","50690","50412"
"25.11.2019 05:45 - 25.11.2019 06:00","52439","52033"
"25.11.2019 06:00 - 25.11.2019 06:15","55787","55314"
"25.11.2019 06:15 - 25.11.2019 06:30","58020","57824"
"25.11.2019 06:30 - 25.11.2019 06:45","60239","59956"
"25.11.2019 06:45 - 25.11.2019 07:00","61851","61817"
"25.11.2019 07:00 - 25.11.2019 07:15","63945","63924"
"25.11.2019 07:15 - 25.11.2019 07:30","65119","64731"
"25.11.2019 07:30 - 25.11.2019 07:45","65723","65874"
"25.11.2019 07:45 - 25.11.2019 08:00","66359","66177"
"25.11.2019 08:00 - 25.11.2019 08:15","67121","66906"
"25.11.2019 08:15 - 25.11.2019 08:30","67418","67165"
"25.11.2019 08:30 - 25.11.2019 08:45","67572","67528"
"25.11.2019 08:45 - 25.11.2019 09:00","67866","67770"
"25.11.2019 09:00 - 25.11.2019 09:15","67298","67375"
"25.11.2019 09:15 - 25.11.2019 09:30","67629","67538"
"25.11.2019 09:30 - 25.11.2019 09:45","68108","67876"
"25.11.2019 09:45 - 25.11.2019 10:00","68306","68099"
"25.11.2019 10:00 - 25.11.2019 10:15","68359","68557"
"25.11.2019 10:15 - 25.11.2019 10:30","68617","68543"
"25.11.2019 10:30 - 25.11.2019 10:45","68640","68731"
"25.11.2019 10:45 - 25.11.2019 11:00","68835","68789"
"25.11.2019 11:00 - 25.11.2019 11:15","69149","68967"
"25.11.2019 11:15 - 25.11.2019 11:30","69187","69237"
"25.11.2019 11:30 - 25.11.2019 11:45","69406","69423"
"25.11.2019 11:45 - 25.11.2019 12:00","69640","69303"
"25.11.2019 12:00 - 25.11.2019 12:15","69178","68974"
"25.11.2019 12:15 - 25.11.2019 12:30","69041","68890"
"25.11.2019 12:30 - 25.11.2019 12:45","69028","68828"
"25.11.2019 12:45 - 25.11.2019 13:00","69381","68801"
"25.11.2019 13:00 - 25.11.2019 13:15","69341","68820"
"25.11.2019 13:15 - 25.11.2019 13:30","69145","68591"
"25.11.2019 13:30 - 25.11.2019 13:45","68751","68160"
"25.11.2019 13:45 - 25.11.2019 14:00","68280","67728"
"25.11.2019 14:00 - 25.11.2019 14:15","68153","67525"
"25.11.2019 14:15 - 25.11.2019 14:30","68173","67563"
"25.11.2019 14:30 - 25.11.2019 14:45","68272","67442"
"25.11.2019 14:45 - 25.11.2019 15:00","67983","67285"
"25.11.2019 15:00 - 25.11.2019 15:15","67989","67575"
"25.11.2019 15:15 - 25.11.2019 15:30","67658","67399"
"25.11.2019 15:30 - 25.11.2019 15:45","67462","67100"
"25.11.2019 15:45 - 25.11.2019 16:00","67302","66721"
"25.11.2019 16:00 - 25.11.2019 16:15","67312","66876"
"25.11.2019 16:15 - 25.11.2019 16:30","67524","67210"
"25.11.2019 16:30 - 25.11.2019 16:45","68012","67853"
"25.11.2019 16:45 - 25.11.2019 17:00","68539","68287"
"25.11.2019 17:00 - 25.11.2019 17:15","69343","68644"
"25.11.2019 17:15 - 25.11.2019 17:30","69651","68918"
"25.11.2019 17:30 - 25.11.2019 17:45","70012","69118"
"25.11.2019 17:45 - 25.11.2019 18:00","70198","68829"
"25.11.2019 18:00 - 25.11.2019 18:15","70021","68811"
"25.11.2019 18:15 - 25.11.2019 18:30","69929","68505"
"25.11.2019 18:30 - 25.11.2019 18:45","69784","68292"
"25.11.2019 18:45 - 25.11.2019 19:00","69559","67947"
"25.11.2019 19:00 - 25.11.2019 19:15","69427","67841"
"25.11.2019 19:15 - 25.11.2019 19:30","68472","67011"
"25.11.2019 19:30 - 25.11.2019 19:45","67971","66485"
"25.11.2019 19:45 - 25.11.2019 20:00","67421","66176"
"25.11.2019 20:00 - 25.11.2019 20:15","66182","65384"
"25.11.2019 20:15 - 25.11.2019 20:30","64874","64297"
"25.11.2019 20:30 - 25.11.2019 20:45","63938","63434"
"25.11.2019 20:45 - 25.11.2019 21:00","62943","62566"
"25.11.2019 21:00 - 25.11.2019 21:15","62319","61863"
"25.11.2019 21:15 - 25.11.2019 21:30","61718","61233"
"25.11.2019 21:30 - 25.11.2019 21:45","60956","60131"
"25.11.2019 21:45 - 25.11.2019 22:00","60155","59263"
"25.11.2019 22:00 - 25.11.2019 22:15","59794","58826"
"25.11.2019 22:15 - 25.11.2019 22:30","59008","58135"
"25.11.2019 22:30 - 25.11.2019 22:45","57861","57102"
"25.11.2019 22:45 - 25.11.2019 23:00","56768","56006"
"25.11.2019 23:00 - 25.11.2019 23:15","55454","54944"
"25.11.2019 23:15 - 25.11.2019 23:30","54426","54185"
"25.11.2019 23:30 - 25.11.2019 23:45","53497","53038"
"25.11.2019 23:45 - 26.11.2019 00:00","52797","52345"
"26.11.2019 00:00 - 26.11.2019 00:15","52883","51656"
"26.11.2019 00:15 - 26.11.2019 00:30","52347","50891"
"26.11.2019 00:30 - 26.11.2019 00:45","51942","50414"
"26.11.2019 00:45 - 26.11.2019 01:00","51535","49803"
"26.11.2019 01:00 - 26.11.2019 01:15","50809","48804"
"26.11.2019 01:15 - 26.11.2019 01:30","50138","48642"
"26.11.2019 01:30 - 26.11.2019 01:45","50046","48133"
"26.11.2019 01:45 - 26.11.2019 02:00","49886","47854"
"26.11.2019 02:00 - 26.11.2019 02:15","49356","47471"
"26.11.2019 02:15 - 26.11.2019 02:30","49317","47227"
"26.11.2019 02:30 - 26.11.2019 02:45","49264","47168"
"26.11.2019 02:45 - 26.11.2019 03:00","49403","47305"
"26.11.2019 03:00 - 26.11.2019 03:15","49465","47546"
"26.11.2019 03:15 - 26.11.2019 03:30","49700","47771"
"26.11.2019 03:30 - 26.11.2019 03:45","49708","47966"
"26.11.2019 03:45 - 26.11.2019 04:00","50040","48017"
"26.11.2019 04:00 - 26.11.2019 04:15","50461","48841"
"26.11.2019 04:15 - 26.11.2019 04:30","50957","48942"
"26.11.2019 04:30 - 26.11.2019 04:45","51262","49456"
